Index,yummy,convenient,spicy,fattening,greasy,fast,cheap,tasty,expensive,healthy,disgusting,Like,Age,VisitFrequency,Gender
853,No,No,No,No,No,No,No,No,No,No,No,0,55,Once a year,Female
854,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,2,29,Every three months,Female
855,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,40,Once a month,Female
856,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,0,44,Every three months,Male
857,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,49,Once a year,Male
858,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,29,Once a month,Male
859,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,4,40,Once a week,Male
860,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,3,30,More than once a week,Male
861,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,2,34,Once a month,Male
862,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,1,60,Every three months,Male
863,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,2,66,Once a month,Male
864,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,3,51,Every three months,Male
865,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,44,Once a year,Male
866,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,3,64,Once a year,Male
867,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,3,37,Every three months,Female
868,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,I hate it!-5,51,Never,Male
869,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,4,30,Once a week,Male
870,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,-4,53,Once a year,Male
871,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,1,48,Once a month,Male
872,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,-2,67,Once a year,Female
873,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,39,Never,Male
874,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,3,67,Every three months,Female
875,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,-3,61,Never,Male
876,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,2,57,Every three months,Male
877,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,I hate it!-5,64,Once a year,Male
878,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,-4,64,Once a year,Female
879,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,4,34,Once a week,Female
880,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,4,45,Once a week,Male
881,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,34,Once a month,Male
882,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,67,Once a year,Male
883,No,No,No,Yes,No,Yes,No,No,No,No,Yes,I hate it!-5,38,Never,Female
884,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,2,22,Once a week,Male
885,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,I love it!+5,57,Once a week,Female
886,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,2,65,Every three months,Female
887,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,-2,63,Once a year,Male
888,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,0,49,Once a year,Male
889,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-2,36,Once a year,Male
890,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,-1,60,Never,Female
891,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-3,62,Once a year,Female
892,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,I love it!+5,55,Once a week,Male
893,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,3,41,Once a month,Female
894,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-2,46,More than once a week,Male
895,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,51,Once a month,Female
896,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,I love it!+5,61,Every three months,Female
897,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,3,38,Once a week,Female
898,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-4,59,Never,Female
899,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,4,36,Once a month,Male
900,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,0,62,Never,Female
901,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,0,58,Once a month,Male
902,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,4,23,Once a week,Female
903,No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,I hate it!-5,50,Every three months,Female
904,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,4,25,Once a month,Female
905,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,1,55,Once a month,Male
906,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,I hate it!-5,48,Once a year,Male
907,No,No,No,Yes,No,Yes,No,No,No,No,Yes,I hate it!-5,62,Never,Female
908,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,2,61,Every three months,Female
909,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,4,32,More than once a week,Female
910,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,0,49,Every three months,Male
911,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,20,Once a month,Male
912,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,1,43,Every three months,Female
913,No,No,No,No,No,Yes,Yes,No,No,No,No,I hate it!-5,63,Never,Female
914,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,4,60,Once a month,Female
915,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,1,68,Once a year,Female
916,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,64,Once a month,Male
917,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,57,Once a year,Male
918,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,4,71,Once a month,Male
919,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,3,30,Every three months,Female
920,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,61,More than once a week,Male
921,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,1,55,Once a month,Female
922,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,-3,53,Once a month,Male
923,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,4,45,Every three months,Male
924,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,41,Once a month,Male
925,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,3,30,Every three months,Male
926,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,2,42,Once a week,Female
927,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,3,22,Once a week,Female
928,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,46,Every three months,Female
929,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,I love it!+5,43,Once a month,Male
930,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,33,Once a month,Female
931,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,-2,19,Never,Female
932,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,4,24,Once a month,Male
933,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,-4,58,Once a year,Male
934,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,0,59,Every three months,Male
935,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,31,Once a month,Female
936,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,2,37,Once a month,Female
937,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,2,56,Once a month,Male
938,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,-2,52,Every three months,Male
939,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,36,Never,Male
940,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,4,25,Once a month,Female
941,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,0,20,Once a year,Male
942,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,4,21,Once a month,Female
943,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,-2,59,Once a week,Female
944,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,-4,51,Once a year,Female
945,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,2,50,Once a month,Female
946,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,0,63,Every three months,Male
947,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,1,25,Every three months,Female
948,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,1,51,Once a month,Male
949,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,-1,36,Once a year,Female
950,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,3,31,Once a month,Female
951,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,1,26,Once a month,Male
952,No,No,No,No,No,No,No,No,No,No,Yes,I hate it!-5,30,Once a year,Male
953,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,2,37,Once a month,Female
954,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,-1,30,Every three months,Male
955,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,4,30,Once a month,Female
956,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,4,55,Every three months,Female
957,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,1,19,Once a month,Female
958,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,23,More than once a week,Female
959,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-4,26,Every three months,Female
960,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,-1,59,Once a year,Female
961,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,4,23,Once a week,Male
962,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,4,30,Once a month,Male
963,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,3,18,Every three months,Female
964,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,0,51,Once a year,Male
965,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,2,35,Once a year,Male
966,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,3,43,Once a week,Female
967,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,0,56,Once a year,Female
968,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,2,53,Once a week,Male
969,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-3,47,Every three months,Female
970,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,2,65,Every three months,Male
971,No,Yes,No,Yes,No,Yes,No,No,No,No,No,0,51,Never,Male
972,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,2,33,Once a month,Female
973,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,0,61,Never,Male
974,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0,33,Once a month,Female
975,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,25,Once a month,Male
976,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,I hate it!-5,36,Never,Male
977,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,47,Once a month,Male
978,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,2,59,Once a month,Female
979,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-4,37,Once a year,Female
980,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,0,22,Once a month,Male
981,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-3,48,Every three months,Male
982,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,2,70,Once a year,Male
983,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,I hate it!-5,51,Never,Male
984,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,3,23,Once a month,Female
985,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,I love it!+5,28,Every three months,Female
986,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,4,39,Once a week,Male
987,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,4,62,Every three months,Female
988,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,I love it!+5,25,Once a week,Female
989,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,2,27,Every three months,Female
990,No,Yes,No,No,No,Yes,No,No,No,No,No,-2,59,Every three months,Female
991,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,-3,65,Every three months,Male
992,No,No,No,No,No,No,No,Yes,Yes,No,No,-4,54,Every three months,Female
993,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,3,64,Every three months,Male
994,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,2,49,Once a month,Female
995,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,I love it!+5,22,More than once a week,Female
996,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,3,35,Once a month,Male
997,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,4,41,More than once a week,Female
998,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,1,32,Every three months,Male
999,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,I love it!+5,24,Once a week,Female
1000,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,52,Once a week,Female
1001,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,44,Once a year,Male
1002,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,4,38,Once a month,Female
1003,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,3,43,Once a week,Female
1004,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,1,32,Once a year,Female
1005,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,-1,38,Every three months,Male
1006,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,0,63,Never,Female
1007,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,3,46,Every three months,Female
1008,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,3,29,Every three months,Female
1009,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,I hate it!-5,61,Never,Female
1010,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,2,47,Every three months,Male
1011,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,3,31,Once a month,Male
1012,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,3,35,Once a week,Male
1013,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,64,Every three months,Male
1014,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,2,26,Once a month,Female
1015,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,-1,55,Once a year,Female
1016,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,3,46,More than once a week,Female
1017,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,I love it!+5,52,Once a month,Male
1018,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,50,Never,Female
1019,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,3,33,Once a month,Male
1020,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,I love it!+5,30,Once a month,Female
1021,No,Yes,No,Yes,No,Yes,No,No,No,No,No,3,46,Once a week,Female
1022,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,0,60,Once a year,Female
1023,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,3,27,More than once a week,Male
1024,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,2,51,Every three months,Female
1025,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,4,41,Once a month,Female
1026,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,2,67,Once a month,Female
1027,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,I hate it!-5,63,Never,Female
1028,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,3,65,Every three months,Female
1029,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,0,59,Once a month,Male
1030,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,0,34,Once a year,Female
1031,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,0,34,Once a year,Female
1032,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,4,53,Once a week,Female
1033,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,2,31,Once a week,Female
1034,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,58,Once a month,Female
1035,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,2,39,Once a week,Male
1036,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,4,66,Once a month,Male
1037,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0,55,Once a month,Male
1038,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,I love it!+5,28,Once a month,Female
1039,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,I hate it!-5,34,Once a month,Female
1040,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,4,24,Once a month,Male
1041,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,0,59,Every three months,Female
1042,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,3,67,Every three months,Female
1043,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,1,52,Once a month,Female
1044,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,2,41,Once a week,Male
1045,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,37,Once a month,Female
1046,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,I love it!+5,18,Once a week,Male
1047,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,4,63,Once a week,Male
1048,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,4,24,Once a week,Male
1049,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,I love it!+5,57,More than once a week,Male
1050,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0,40,Once a month,Male
1051,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,2,20,Once a month,Male
1052,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,1,55,Every three months,Male
1053,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,2,18,Once a year,Female
1054,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,1,42,Once a month,Male
1055,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,-4,47,Once a year,Female
1056,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,3,40,Every three months,Male
1057,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,3,35,Once a month,Female
1058,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,1,64,Once a month,Male
1059,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,-2,50,Every three months,Female
1060,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,55,Once a week,Female
1061,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-4,64,Never,Female
1062,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-4,49,Once a year,Female
1063,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,0,49,Every three months,Male
1064,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,3,49,Once a week,Female
1065,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-4,50,Every three months,Male
1066,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,0,65,Once a year,Male
1067,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,49,Once a week,Male
1068,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,4,36,Once a month,Male
1069,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,4,31,More than once a week,Female
1070,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,I love it!+5,25,Once a week,Female
1071,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,51,Once a month,Male
1072,No,Yes,No,Yes,No,No,No,No,Yes,No,No,1,41,Once a week,Male
1073,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-1,58,Once a year,Female
1074,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,0,69,Once a month,Male
1075,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,22,Once a week,Female
1076,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,I love it!+5,39,Once a month,Male
1077,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,-2,58,Once a month,Female
1078,No,Yes,No,No,Yes,No,No,No,Yes,No,No,-1,47,Once a month,Male
1079,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,1,62,Once a week,Male
1080,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,49,Once a month,Male
1081,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,-3,65,Once a year,Female
1082,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,39,Once a week,Female
1083,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,-3,33,Once a year,Female
1084,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,4,33,Once a week,Male
1085,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,1,64,Once a month,Male
1086,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,-2,18,Once a year,Male
1087,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,1,67,Once a month,Male
1088,No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,I hate it!-5,62,Once a year,Female
1089,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,-4,56,Never,Female
1090,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,I hate it!-5,36,Once a month,Female
1091,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,1,68,Once a year,Male
1092,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,3,42,Once a month,Female
1093,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,2,39,Once a week,Male
1094,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,3,24,Once a month,Female
1095,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,4,38,Once a week,Female
1096,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,I love it!+5,52,Once a week,Male
1097,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,2,43,Once a week,Female
1098,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,0,57,Every three months,Male
1099,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,-4,59,Once a year,Female
1100,No,No,No,Yes,No,No,No,Yes,No,No,Yes,I hate it!-5,57,Never,Female
1101,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0,43,Every three months,Male
1102,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,I love it!+5,25,Once a week,Female
1103,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,2,61,Every three months,Female
1104,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,I love it!+5,25,Once a month,Female
1105,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,70,Once a year,Female
1106,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,2,54,Every three months,Male
1107,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,I love it!+5,60,Every three months,Male
1108,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,-4,59,Once a year,Male
1109,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,I hate it!-5,66,Never,Male
1110,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,4,51,Once a week,Male
1111,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,1,57,Once a month,Female
1112,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,2,61,Every three months,Female
1113,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,3,31,Once a month,Female
1114,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,2,27,Once a week,Male
1115,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,3,36,Once a week,Male
1116,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,45,Never,Female
1117,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-3,53,Every three months,Female
1118,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,3,42,Once a year,Female
1119,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,0,50,Once a year,Female
1120,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,2,51,Once a month,Female
1121,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-4,36,Never,Male
1122,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,-1,55,More than once a week,Female
1123,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,0,67,Every three months,Male
1124,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,0,56,Once a month,Male
1125,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,0,70,Once a year,Female
1126,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,I hate it!-5,58,Once a year,Female
1127,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,44,Never,Male
1128,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,I hate it!-5,52,Once a year,Female
1129,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-3,61,Once a year,Female
1130,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,33,Once a month,Female
1131,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,4,30,Once a month,Female
1132,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,I hate it!-5,37,Every three months,Male
1133,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,3,26,Every three months,Male
1134,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,0,65,Once a year,Female
